Location,Fighter 1,Fighter 2,Fighter_1_KD,Fighter_2_KD,Fighter_1_STR,Fighter_2_STR,Fighter_1_TD,Fighter_2_TD,Fighter_1_SUB,Fighter_2_SUB,Weight_Class,Method,Round,Time,Event Name,Date,Winner
"Las Vegas, Nevada, USA",Jon Jones,Thiago Santos,0,0,59,43,0,0,0,0,Light Heavyweight,S-DEC,5,5:00,UFC 239,2019-07-06 0:00:00,Jon Jones
"Las Vegas, Nevada, USA",Amanda Nunes,Holly Holm,1,0,17,11,0,0,0,0,Women's Bantamweight,KO/TKO Kick,1,4:10,UFC 239,2019-07-06 0:00:00,Amanda Nunes
"Las Vegas, Nevada, USA",Jan Blachowicz,Luke Rockhold,1,0,30,14,0,0,0,0,Light Heavyweight,KO/TKO Punch,2,1:39,UFC 239,2019-07-06 0:00:00,Jan Blachowicz
"Las Vegas, Nevada, USA",Jon Jones,Anthony Smith,0,0,125,36,3,0,0,0,Light Heavyweight,U-DEC,5,5:00,UFC 235,2019-03-02 0:00:00,Jon Jones
"Las Vegas, Nevada, USA",Kamaru Usman,Tyron Woodley,0,0,141,34,2,0,0,0,Welterweight,U-DEC,5,5:00,UFC 235,2019-03-02 0:00:00,Kamaru Usman
"Las Vegas, Nevada, USA",Zhang Weili,Tecia Torres,0,0,63,30,2,0,0,0,Women's Strawweight,U-DEC,3,5:00,UFC 235,2019-03-02 0:00:00,Zhang Weili
"Las Vegas, Nevada, USA",Kamaru Usman,Rafael Dos Anjos,0,0,130,62,12,0,0,2,Welterweight,U-DEC,5,5:00,The Ultimate Fighter,2018-11-30 0:00:00,Kamaru Usman
"Las Vegas, Nevada, USA",Khabib Nurmagomedov,Conor McGregor,0,0,70,51,3,0,1,0,Lightweight,SUB Rear Naked Choke,4,3:03,UFC 229,2018-10-06 0:00:00,Khabib Nurmagomedov
"Las Vegas, Nevada, USA",Daniel Cormier,Stipe Miocic,1,0,25,24,0,1,0,0,Heavyweight,KO/TKO Punches,1,4:33,UFC 226,2018-07-07 0:00:00,Daniel Cormier
"Las Vegas, Nevada, USA",Anthony Pettis,Michael Chiesa,0,0,9,12,0,2,2,0,Lightweight,SUB Triangle Choke,2,0:52,UFC 226,2018-07-07 0:00:00,Anthony Pettis
"Las Vegas, Nevada, USA",Israel Adesanya,Brad Tavares,0,0,119,40,0,1,1,0,Middleweight,U-DEC,5,5:00,The Ultimate Fighter,2018-07-06 0:00:00,Israel Adesanya
"Las Vegas, Nevada, USA",Sean O'Malley,Andre Soukhamthath,0,0,63,25,0,4,3,0,Bantamweight,U-DEC,3,5:00,UFC 222,2018-03-03 0:00:00,Sean O'Malley
"Las Vegas, Nevada, USA",Andrei Arlovski,Stefan Struve,0,0,46,34,4,0,0,0,Heavyweight,U-DEC,3,5:00,UFC 222,2018-03-03 0:00:00,Andrei Arlovski
"Las Vegas, Nevada, USA",Khabib Nurmagomedov,Edson Barboza,0,0,89,25,4,0,0,0,Lightweight,U-DEC,3,5:00,UFC 219,2017-12-30 0:00:00,Khabib Nurmagomedov
"Las Vegas, Nevada, USA",Carla Esparza,Cynthia Calvillo,0,0,48,38,2,1,1,0,Women's Strawweight,U-DEC,3,5:00,UFC 219,2017-12-30 0:00:00,Carla Esparza
"Las Vegas, Nevada, USA",Nicco Montano,Roxanne Modafferi,0,0,186,132,3,2,1,1,Women's Flyweight,U-DEC,5,5:00,The Ultimate Fighter,2017-12-01 0:00:00,Nicco Montano
"Las Vegas, Nevada, USA",Sean O'Malley,Terrion Ware,0,0,141,88,3,0,0,0,Bantamweight,U-DEC,3,5:00,The Ultimate Fighter,2017-12-01 0:00:00,Sean O'Malley
"Las Vegas, Nevada, USA",Demetrious Johnson,Ray Borg,0,0,64,13,8,3,2,0,Flyweight,SUB Armbar,5,3:15,UFC 216,2017-10-07 0:00:00,Demetrious Johnson
"Las Vegas, Nevada, USA",Fabricio Werdum,Walt Harris,0,0,0,0,1,0,1,0,Heavyweight,SUB Armbar,1,1:05,UFC 216,2017-10-07 0:00:00,Fabricio Werdum
"Las Vegas, Nevada, USA",Robert Whittaker,Yoel Romero,0,0,74,48,0,4,0,0,Middleweight,U-DEC,5,5:00,UFC 213,2017-07-08 0:00:00,Robert Whittaker
"Las Vegas, Nevada, USA",Anthony Pettis,Jim Miller,0,0,80,48,1,1,0,0,Lightweight,U-DEC,3,5:00,UFC 213,2017-07-08 0:00:00,Anthony Pettis
"Las Vegas, Nevada, USA",Belal Muhammad,Jordan Mein,0,0,45,36,4,1,0,1,Welterweight,U-DEC,3,5:00,UFC 213,2017-07-08 0:00:00,Belal Muhammad
"Las Vegas, Nevada, USA",Tyron Woodley,Stephen Thompson,1,0,54,53,1,0,0,0,Welterweight,M-DEC,5,5:00,UFC 209,2017-03-04 0:00:00,Tyron Woodley
"Las Vegas, Nevada, USA",Amanda Nunes,Ronda Rousey,0,0,27,7,0,0,0,0,Women's Bantamweight,KO/TKO Punches,1,0:48,UFC 207,2016-12-30 0:00:00,Amanda Nunes
"Las Vegas, Nevada, USA",Cody Garbrandt,Dominick Cruz,2,0,68,88,1,0,0,0,Bantamweight,U-DEC,5,5:00,UFC 207,2016-12-30 0:00:00,Cody Garbrandt
"Las Vegas, Nevada, USA",TJ Dillashaw,John Lineker,0,0,71,38,5,1,1,0,Bantamweight,U-DEC,3,5:00,UFC 207,2016-12-30 0:00:00,TJ Dillashaw
"Las Vegas, Nevada, USA",Demetrious Johnson,Tim Elliott,0,0,28,24,5,4,3,2,Flyweight,U-DEC,5,5:00,The Ultimate Fighter,2016-12-03 0:00:00,Demetrious Johnson
"Las Vegas, Nevada, USA",Brandon Moreno,Ryan Benoit,0,1,54,23,5,0,0,0,Flyweight,S-DEC,3,5:00,The Ultimate Fighter,2016-12-03 0:00:00,Brandon Moreno
"Las Vegas, Nevada, USA",Conor McGregor,Nate Diaz,3,0,164,166,0,1,0,0,Welterweight,M-DEC,5,5:00,UFC 202,2016-08-20 0:00:00,Conor McGregor
"Las Vegas, Nevada, USA",Cody Garbrandt,Takeya Mizugaki,1,0,12,4,0,0,0,0,Bantamweight,KO/TKO Punch,1,0:48,UFC 202,2016-08-20 0:00:00,Cody Garbrandt
"Las Vegas, Nevada, USA",Raquel Pennington,Elizabeth Phillips,0,0,33,15,3,1,1,0,Women's Bantamweight,U-DEC,3,5:00,UFC 202,2016-08-20 0:00:00,Raquel Pennington
"Las Vegas, Nevada, USA",Amanda Nunes,Miesha Tate,0,0,40,3,0,0,1,0,Women's Bantamweight,SUB Rear Naked Choke,1,3:16,UFC 200,2016-07-09 0:00:00,Amanda Nunes
"Las Vegas, Nevada, USA",Brock Lesnar,Mark Hunt,0,0,51,13,4,0,0,0,Heavyweight,Overturned,3,5:00,UFC 200,2016-07-09 0:00:00,Brock Lesnar
"Las Vegas, Nevada, USA",Daniel Cormier,Anderson Silva,0,0,33,17,3,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 200,2016-07-09 0:00:00,Daniel Cormier
"Las Vegas, Nevada, USA",Jose Aldo,Frankie Edgar,0,0,80,79,0,0,0,0,Featherweight,U-DEC,5,5:00,UFC 200,2016-07-09 0:00:00,Jose Aldo
"Las Vegas, Nevada, USA",Cain Velasquez,Travis Browne,1,0,50,6,1,0,0,0,Heavyweight,KO/TKO Punches,1,4:57,UFC 200,2016-07-09 0:00:00,Cain Velasquez
"Las Vegas, Nevada, USA",Julianna Pena,Cat Zingano,0,0,12,11,2,3,1,0,Women's Bantamweight,U-DEC,3,5:00,UFC 200,2016-07-09 0:00:00,Julianna Pena
"Las Vegas, Nevada, USA",TJ Dillashaw,Raphael Assuncao,0,0,64,49,1,0,0,0,Bantamweight,U-DEC,3,5:00,UFC 200,2016-07-09 0:00:00,TJ Dillashaw
"Las Vegas, Nevada, USA",Joanna Jedrzejczyk,Claudia Gadelha,0,1,176,63,1,4,0,0,Women's Strawweight,U-DEC,5,5:00,The Ultimate Fighter,2016-07-08 0:00:00,Joanna Jedrzejczyk
"Las Vegas, Nevada, USA",Eddie Alvarez,Rafael Dos Anjos,0,0,45,12,1,0,0,0,Lightweight,KO/TKO Punches,1,3:49,UFC Fight Night,2016-07-07 0:00:00,Eddie Alvarez
"Las Vegas, Nevada, USA",Cody Garbrandt,Thomas Almeida,1,0,21,10,0,0,0,0,Bantamweight,KO/TKO Punches,1,2:53,UFC Fight Night,2016-05-29 0:00:00,Cody Garbrandt
"Las Vegas, Nevada, USA",Jon Jones,Ovince Saint Preux,0,0,105,57,3,0,0,0,Light Heavyweight,U-DEC,5,5:00,UFC 197,2016-04-23 0:00:00,Jon Jones
"Las Vegas, Nevada, USA",Demetrious Johnson,Henry Cejudo,1,0,21,6,0,1,0,0,Flyweight,KO/TKO Knees,1,2:49,UFC 197,2016-04-23 0:00:00,Demetrious Johnson
"Las Vegas, Nevada, USA",Robert Whittaker,Rafael Natal,0,0,89,62,0,0,0,0,Middleweight,U-DEC,3,5:00,UFC 197,2016-04-23 0:00:00,Robert Whittaker
"Las Vegas, Nevada, USA",Carla Esparza,Juliana Lima,0,0,28,26,5,0,0,0,Women's Strawweight,U-DEC,3,5:00,UFC 197,2016-04-23 0:00:00,Carla Esparza
"Las Vegas, Nevada, USA",Miesha Tate,Holly Holm,0,0,40,59,2,0,2,0,Women's Bantamweight,SUB Rear Naked Choke,5,3:30,UFC 196,2016-03-05 0:00:00,Miesha Tate
"Las Vegas, Nevada, USA",Amanda Nunes,Valentina Shevchenko,0,0,39,28,2,1,2,0,Women's Bantamweight,U-DEC,3,5:00,UFC 196,2016-03-05 0:00:00,Amanda Nunes
"Las Vegas, Nevada, USA",Robbie Lawler,Carlos Condit,1,0,92,176,0,0,0,0,Welterweight,S-DEC,5,5:00,UFC 195,2016-01-02 0:00:00,Robbie Lawler
"Las Vegas, Nevada, USA",Stipe Miocic,Andrei Arlovski,1,0,11,7,0,0,0,0,Heavyweight,KO/TKO Punch,1,0:54,UFC 195,2016-01-02 0:00:00,Stipe Miocic
"Las Vegas, Nevada, USA",Conor McGregor,Jose Aldo,1,0,5,1,0,0,0,0,Featherweight,KO/TKO Punch,1,0:13,UFC 194,2015-12-12 0:00:00,Conor McGregor
"Las Vegas, Nevada, USA",Luke Rockhold,Chris Weidman,0,0,126,48,2,3,1,0,Middleweight,KO/TKO Punches,4,3:12,UFC 194,2015-12-12 0:00:00,Luke Rockhold
"Las Vegas, Nevada, USA",Max Holloway,Jeremy Stephens,0,0,57,47,1,0,0,0,Featherweight,U-DEC,3,5:00,UFC 194,2015-12-12 0:00:00,Max Holloway
"Las Vegas, Nevada, USA",Frankie Edgar,Chad Mendes,1,0,13,5,0,0,0,0,Featherweight,KO/TKO Punch,1,2:28,The Ultimate Fighter,2015-12-11 0:00:00,Frankie Edgar
"Las Vegas, Nevada, USA",Rose Namajunas,Paige VanZant,0,0,57,10,8,0,4,0,Women's Strawweight,SUB Rear Naked Choke,5,2:25,UFC Fight Night,2015-12-10 0:00:00,Rose Namajunas
"Las Vegas, Nevada, USA",Aljamain Sterling,Johnny Eduardo,0,0,23,4,2,0,1,0,Bantamweight,SUB Guillotine Choke,2,4:18,UFC Fight Night,2015-12-10 0:00:00,Aljamain Sterling
"Las Vegas, Nevada, USA",Demetrious Johnson,John Dodson,0,0,88,58,4,1,0,0,Flyweight,U-DEC,5,5:00,UFC 191,2015-09-05 0:00:00,Demetrious Johnson
"Las Vegas, Nevada, USA",Andrei Arlovski,Frank Mir,0,0,39,24,0,1,0,0,Heavyweight,U-DEC,3,5:00,UFC 191,2015-09-05 0:00:00,Andrei Arlovski
"Las Vegas, Nevada, USA",Raquel Pennington,Jessica Andrade,0,0,41,41,2,4,1,1,Women's Bantamweight,SUB Rear Naked Choke,2,4:58,UFC 191,2015-09-05 0:00:00,Raquel Pennington
"Las Vegas, Nevada, USA",Kamaru Usman,Hayder Hassan,0,0,15,3,6,0,1,0,Welterweight,SUB Arm Triangle,2,1:19,The Ultimate Fighter,2015-07-12 0:00:00,Kamaru Usman
"Las Vegas, Nevada, USA",Conor McGregor,Chad Mendes,1,0,46,31,0,4,0,0,Featherweight,KO/TKO Punch,2,4:57,UFC 189,2015-07-11 0:00:00,Conor McGregor
"Las Vegas, Nevada, USA",Robbie Lawler,Rory MacDonald,1,0,70,86,0,0,0,0,Welterweight,KO/TKO Punch,5,1:00,UFC 189,2015-07-11 0:00:00,Robbie Lawler
"Las Vegas, Nevada, USA",Cody Garbrandt,Henry Briones,1,0,64,35,3,0,0,0,Bantamweight,U-DEC,3,5:00,UFC 189,2015-07-11 0:00:00,Cody Garbrandt
"Las Vegas, Nevada, USA",Daniel Cormier,Anthony Johnson,0,1,23,23,3,1,3,0,Light Heavyweight,SUB Rear Naked Choke,3,2:39,UFC 187,2015-05-23 0:00:00,Daniel Cormier
"Las Vegas, Nevada, USA",Chris Weidman,Vitor Belfort,0,0,46,18,1,0,0,0,Middleweight,KO/TKO Punches,1,2:53,UFC 187,2015-05-23 0:00:00,Chris Weidman
"Las Vegas, Nevada, USA",Andrei Arlovski,Travis Browne,1,1,51,15,0,0,0,0,Heavyweight,KO/TKO Punches,1,4:41,UFC 187,2015-05-23 0:00:00,Andrei Arlovski
"Las Vegas, Nevada, USA",Islam Makhachev,Leo Kuntz,0,0,32,7,3,0,1,0,Lightweight,SUB Rear Naked Choke,2,2:38,UFC 187,2015-05-23 0:00:00,Islam Makhachev
"Las Vegas, Nevada, USA",Anderson Silva,Nick Diaz,0,0,108,77,0,0,0,0,Middleweight,Overturned,5,5:00,UFC 183,2015-01-31 0:00:00,Anderson Silva
"Las Vegas, Nevada, USA",Tyron Woodley,Kelvin Gastelum,0,0,27,32,0,0,0,0,Welterweight,S-DEC,3,5:00,UFC 183,2015-01-31 0:00:00,Tyron Woodley
"Las Vegas, Nevada, USA",Miesha Tate,Sara McMann,0,1,23,34,0,1,2,0,Women's Bantamweight,M-DEC,3,5:00,UFC 183,2015-01-31 0:00:00,Miesha Tate
"Las Vegas, Nevada, USA",Jon Jones,Daniel Cormier,0,0,92,58,3,1,0,0,Light Heavyweight,U-DEC,5,5:00,UFC 182,2015-01-03 0:00:00,Jon Jones
"Las Vegas, Nevada, USA",Cody Garbrandt,Marcus Brimage,2,0,49,43,1,0,0,0,Bantamweight,KO/TKO Punches,3,4:50,UFC 182,2015-01-03 0:00:00,Cody Garbrandt
"Las Vegas, Nevada, USA",Carla Esparza,Rose Namajunas,0,0,42,28,5,1,1,0,Women's Strawweight,SUB Rear Naked Choke,3,1:26,The Ultimate Fighter,2014-12-12 0:00:00,Carla Esparza
"Las Vegas, Nevada, USA",Charles Oliveira,Jeremy Stephens,0,0,43,48,2,0,3,0,Featherweight,U-DEC,3,5:00,The Ultimate Fighter,2014-12-12 0:00:00,Charles Oliveira
"Las Vegas, Nevada, USA",Robbie Lawler,Johny Hendricks,0,0,116,111,0,5,0,1,Welterweight,S-DEC,5,5:00,UFC 181,2014-12-06 0:00:00,Robbie Lawler
"Las Vegas, Nevada, USA",Anthony Pettis,Gilbert Melendez,0,0,30,27,0,1,1,0,Lightweight,SUB Guillotine Choke,2,1:53,UFC 181,2014-12-06 0:00:00,Anthony Pettis
"Las Vegas, Nevada, USA",Raquel Pennington,Ashlee Evans-Smith,0,0,5,11,1,1,1,0,Women's Bantamweight,SUB Bulldog Choke,1,4:59,UFC 181,2014-12-06 0:00:00,Raquel Pennington
"Las Vegas, Nevada, USA",Demetrious Johnson,Chris Cariaso,0,0,27,6,1,0,2,0,Flyweight,SUB Kimura,2,2:29,UFC 178,2014-09-27 0:00:00,Demetrious Johnson
"Las Vegas, Nevada, USA",Conor McGregor,Dustin Poirier,1,0,9,10,0,0,0,0,Featherweight,KO/TKO Punch,1,1:46,UFC 178,2014-09-27 0:00:00,Conor McGregor
"Las Vegas, Nevada, USA",Dominick Cruz,Takeya Mizugaki,0,0,26,2,2,0,0,0,Bantamweight,KO/TKO Punches,1,1:01,UFC 178,2014-09-27 0:00:00,Dominick Cruz
"Las Vegas, Nevada, USA",Frankie Edgar,BJ Penn,0,0,90,13,3,0,0,0,Featherweight,KO/TKO Punches,3,4:16,The Ultimate Fighter,2014-07-06 0:00:00,Frankie Edgar
"Las Vegas, Nevada, USA",Chris Weidman,Lyoto Machida,0,0,65,58,5,0,0,0,Middleweight,U-DEC,5,5:00,UFC 175,2014-07-05 0:00:00,Chris Weidman
"Las Vegas, Nevada, USA",Ronda Rousey,Alexis Davis,0,0,14,2,1,0,0,0,Women's Bantamweight,KO/TKO Punches,1,0:16,UFC 175,2014-07-05 0:00:00,Ronda Rousey
"Las Vegas, Nevada, USA",TJ Dillashaw,Renan Barao,2,0,140,64,0,0,2,0,Bantamweight,KO/TKO Punches,5,2:26,UFC 173,2014-05-24 0:00:00,TJ Dillashaw
"Las Vegas, Nevada, USA",Daniel Cormier,Dan Henderson,0,0,50,6,3,0,2,0,Light Heavyweight,SUB Rear Naked Choke,3,3:53,UFC 173,2014-05-24 0:00:00,Daniel Cormier
"Las Vegas, Nevada, USA",Robbie Lawler,Jake Ellenberger,1,0,68,29,0,2,0,0,Welterweight,KO/TKO Knee,3,3:06,UFC 173,2014-05-24 0:00:00,Robbie Lawler
"Las Vegas, Nevada, USA",Ronda Rousey,Sara McMann,1,0,14,13,0,0,0,0,Women's Bantamweight,KO/TKO Knee,1,1:06,UFC 170,2014-02-22 0:00:00,Ronda Rousey
"Las Vegas, Nevada, USA",Daniel Cormier,Patrick Cummins,1,0,18,8,0,0,0,0,Light Heavyweight,KO/TKO Punch,1,1:19,UFC 170,2014-02-22 0:00:00,Daniel Cormier
"Las Vegas, Nevada, USA",Aljamain Sterling,Cody Gibson,0,0,46,18,3,4,3,1,Bantamweight,U-DEC,3,5:00,UFC 170,2014-02-22 0:00:00,Aljamain Sterling
"Las Vegas, Nevada, USA",Chris Weidman,Anderson Silva,1,0,20,8,1,0,1,0,Middleweight,KO/TKO,2,1:16,UFC 168,2013-12-28 0:00:00,Chris Weidman
"Las Vegas, Nevada, USA",Ronda Rousey,Miesha Tate,0,0,40,24,6,1,3,0,Women's Bantamweight,SUB Armbar,3,0:58,UFC 168,2013-12-28 0:00:00,Ronda Rousey
"Las Vegas, Nevada, USA",Julianna Pena,Jessica Rakoczy,0,0,33,4,2,0,0,0,Women's Bantamweight,KO/TKO Punches,1,4:59,The Ultimate Fighter,2013-11-30 0:00:00,Julianna Pena
"Las Vegas, Nevada, USA",Raquel Pennington,Roxanne Modafferi,0,0,80,42,1,0,1,0,Women's Bantamweight,U-DEC,3,5:00,The Ultimate Fighter,2013-11-30 0:00:00,Raquel Pennington
"Las Vegas, Nevada, USA",Georges St-Pierre,Johny Hendricks,0,0,101,85,3,2,1,0,Welterweight,S-DEC,5,5:00,UFC 167,2013-11-16 0:00:00,Georges St-Pierre
"Las Vegas, Nevada, USA",Rashad Evans,Chael Sonnen,0,0,20,3,1,0,0,0,Light Heavyweight,KO/TKO Punches,1,4:05,UFC 167,2013-11-16 0:00:00,Rashad Evans
"Las Vegas, Nevada, USA",Robbie Lawler,Rory MacDonald,1,0,44,37,0,4,0,1,Welterweight,S-DEC,3,5:00,UFC 167,2013-11-16 0:00:00,Robbie Lawler
"Las Vegas, Nevada, USA",Tyron Woodley,Josh Koscheck,2,0,22,5,0,0,0,0,Welterweight,KO/TKO Punch,1,4:38,UFC 167,2013-11-16 0:00:00,Tyron Woodley
"Las Vegas, Nevada, USA",Chris Weidman,Anderson Silva,1,0,16,14,1,0,2,0,Middleweight,KO/TKO Punch,2,1:18,UFC 162,2013-07-06 0:00:00,Chris Weidman
"Las Vegas, Nevada, USA",Frankie Edgar,Charles Oliveira,0,0,81,38,2,0,0,1,Featherweight,U-DEC,3,5:00,UFC 162,2013-07-06 0:00:00,Frankie Edgar
"Las Vegas, Nevada, USA",Cain Velasquez,Antonio Silva,1,0,18,1,0,0,0,0,Heavyweight,KO/TKO Punch,1,1:21,UFC 160,2013-05-25 0:00:00,Cain Velasquez
"Las Vegas, Nevada, USA",Junior Dos Santos,Mark Hunt,2,0,74,29,1,0,0,0,Heavyweight,KO/TKO Kick,3,4:18,UFC 160,2013-05-25 0:00:00,Junior Dos Santos
"Las Vegas, Nevada, USA",Glover Teixeira,James Te Huna,0,0,12,8,1,0,1,0,Light Heavyweight,SUB Guillotine Choke,1,2:38,UFC 160,2013-05-25 0:00:00,Glover Teixeira
"Las Vegas, Nevada, USA",Robert Whittaker,Colton Smith,2,1,53,33,1,0,0,1,Welterweight,KO/TKO Punch,3,0:41,UFC 160,2013-05-25 0:00:00,Robert Whittaker
"Las Vegas, Nevada, USA",Khabib Nurmagomedov,Abel Trujillo,0,0,23,11,21,1,2,0,Lightweight,U-DEC,3,5:00,UFC 160,2013-05-25 0:00:00,Khabib Nurmagomedov
"Las Vegas, Nevada, USA",Jose Aldo,Frankie Edgar,0,0,76,60,0,2,0,0,Featherweight,U-DEC,5,5:00,UFC 156,2013-02-02 0:00:00,Jose Aldo
"Las Vegas, Nevada, USA",Tyron Woodley,Jay Hieron,1,0,15,0,0,0,0,0,Welterweight,KO/TKO Punch,1,0:36,UFC 156,2013-02-02 0:00:00,Tyron Woodley
"Las Vegas, Nevada, USA",Cain Velasquez,Junior Dos Santos,1,0,111,57,11,0,0,0,Heavyweight,U-DEC,5,5:00,UFC 155,2012-12-29 0:00:00,Cain Velasquez
"Las Vegas, Nevada, USA",Max Holloway,Leonard Garcia,1,0,120,89,0,2,0,0,Featherweight,S-DEC,3,5:00,UFC 155,2012-12-29 0:00:00,Max Holloway
"Las Vegas, Nevada, USA",Anderson Silva,Chael Sonnen,1,0,15,22,0,1,0,0,Middleweight,KO/TKO Punch,2,1:55,UFC 148,2012-07-07 0:00:00,Anderson Silva
"Las Vegas, Nevada, USA",Forrest Griffin,Tito Ortiz,0,0,85,49,0,3,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 148,2012-07-07 0:00:00,Forrest Griffin
"Las Vegas, Nevada, USA",Khabib Nurmagomedov,Gleison Tibau,0,0,25,28,0,1,0,0,Lightweight,U-DEC,3,5:00,UFC 148,2012-07-07 0:00:00,Khabib Nurmagomedov
"Las Vegas, Nevada, USA",Charles Oliveira,Jonathan Brookins,0,0,42,27,1,1,1,1,Featherweight,SUB Anaconda Choke,2,2:42,The Ultimate Fighter,2012-06-01 0:00:00,Charles Oliveira
"Las Vegas, Nevada, USA",Max Holloway,Pat Schilling,1,0,118,27,0,0,0,0,Featherweight,U-DEC,3,5:00,The Ultimate Fighter,2012-06-01 0:00:00,Max Holloway
"Las Vegas, Nevada, USA",Junior Dos Santos,Frank Mir,1,0,59,17,0,0,0,0,Heavyweight,KO/TKO Punch,2,3:04,UFC 146,2012-05-26 0:00:00,Junior Dos Santos
"Las Vegas, Nevada, USA",Cain Velasquez,Antonio Silva,0,0,28,1,1,0,0,0,Heavyweight,KO/TKO Punches,1,3:36,UFC 146,2012-05-26 0:00:00,Cain Velasquez
"Las Vegas, Nevada, USA",Stipe Miocic,Shane del Rosario,0,0,32,32,2,0,0,0,Heavyweight,KO/TKO Elbows,2,3:14,UFC 146,2012-05-26 0:00:00,Stipe Miocic
"Las Vegas, Nevada, USA",Glover Teixeira,Kyle Kingsbury,0,0,15,5,0,0,1,0,Light Heavyweight,SUB Arm Triangle,1,1:53,UFC 146,2012-05-26 0:00:00,Glover Teixeira
"Las Vegas, Nevada, USA",Fabricio Werdum,Roy Nelson,0,0,91,26,0,0,0,1,Heavyweight,U-DEC,3,5:00,UFC 143,2012-02-04 0:00:00,Fabricio Werdum
"Las Vegas, Nevada, USA",Renan Barao,Scott Jorgensen,0,0,104,73,0,0,0,0,Bantamweight,U-DEC,3,5:00,UFC 143,2012-02-04 0:00:00,Renan Barao
"Las Vegas, Nevada, USA",Johny Hendricks,Jon Fitch,1,0,2,0,0,0,0,0,Welterweight,KO/TKO Punch,1,0:12,UFC 141,2011-12-30 0:00:00,Johny Hendricks
"Las Vegas, Nevada, USA",Michael Bisping,Jason Miller,0,0,102,27,0,1,0,0,Middleweight,KO/TKO Knees,3,3:34,The Ultimate Fighter,2011-12-03 0:00:00,Michael Bisping
"Las Vegas, Nevada, USA",Dominick Cruz,Urijah Faber,0,0,90,50,4,1,0,0,Bantamweight,U-DEC,5,5:00,UFC 132,2011-07-02 0:00:00,Dominick Cruz
"Las Vegas, Nevada, USA",Tito Ortiz,Ryan Bader,1,0,6,4,0,0,1,0,Light Heavyweight,SUB Guillotine Choke,1,1:56,UFC 132,2011-07-02 0:00:00,Tito Ortiz
"Las Vegas, Nevada, USA",Rafael Dos Anjos,George Sotiropoulos,1,0,2,2,0,0,0,0,Lightweight,KO/TKO Punch,1,0:59,UFC 132,2011-07-02 0:00:00,Rafael Dos Anjos
"Las Vegas, Nevada, USA",Quinton Jackson,Matt Hamill,0,0,55,32,0,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 130,2011-05-28 0:00:00,Quinton Jackson
"Las Vegas, Nevada, USA",Frank Mir,Roy Nelson,0,0,46,21,6,0,0,0,Heavyweight,U-DEC,3,5:00,UFC 130,2011-05-28 0:00:00,Frank Mir
"Las Vegas, Nevada, USA",Demetrious Johnson,Miguel Torres,0,0,13,10,5,0,0,3,Bantamweight,U-DEC,3,5:00,UFC 130,2011-05-28 0:00:00,Demetrious Johnson
"Las Vegas, Nevada, USA",Renan Barao,Cole Escovedo,0,0,46,29,6,0,0,0,Bantamweight,U-DEC,3,5:00,UFC 130,2011-05-28 0:00:00,Renan Barao
"Las Vegas, Nevada, USA",Anderson Silva,Vitor Belfort,1,0,6,6,0,0,0,0,Middleweight,KO/TKO Kick,1,3:25,UFC 126,2011-02-05 0:00:00,Anderson Silva
"Las Vegas, Nevada, USA",Forrest Griffin,Rich Franklin,0,0,50,33,5,1,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 126,2011-02-05 0:00:00,Forrest Griffin
"Las Vegas, Nevada, USA",Jon Jones,Ryan Bader,0,0,20,5,2,0,3,0,Light Heavyweight,SUB Guillotine Choke,2,4:20,UFC 126,2011-02-05 0:00:00,Jon Jones
"Las Vegas, Nevada, USA",Demetrious Johnson,Norifumi Yamamoto,0,0,38,16,10,0,0,0,Bantamweight,U-DEC,3,5:00,UFC 126,2011-02-05 0:00:00,Demetrious Johnson
"Las Vegas, Nevada, USA",Frankie Edgar,Gray Maynard,0,3,95,71,3,3,2,1,Lightweight,S-DEC,5,5:00,UFC 125,2011-01-01 0:00:00,Frankie Edgar
"Las Vegas, Nevada, USA",Brock Lesnar,Shane Carwin,0,1,8,40,1,0,1,0,Heavyweight,SUB Arm Triangle,2,2:19,UFC 116,2010-07-03 0:00:00,Brock Lesnar
"Las Vegas, Nevada, USA",Rashad Evans,Quinton Jackson,0,1,29,17,3,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 114,2010-05-29 0:00:00,Rashad Evans
"Las Vegas, Nevada, USA",Michael Bisping,Dan Miller,0,0,76,50,0,1,0,0,Middleweight,U-DEC,3,5:00,UFC 114,2010-05-29 0:00:00,Michael Bisping
"Las Vegas, Nevada, USA",Randy Couture,Mark Coleman,0,0,44,10,1,0,1,0,Light Heavyweight,SUB Rear Naked Choke,2,1:09,UFC 109,2010-02-06 0:00:00,Randy Couture
"Las Vegas, Nevada, USA",Matt Serra,Frank Trigg,1,0,12,6,0,0,0,0,Welterweight,KO/TKO Punch,1,2:23,UFC 109,2010-02-06 0:00:00,Matt Serra
"Las Vegas, Nevada, USA",Rashad Evans,Thiago Silva,0,0,12,31,8,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 108,2010-01-02 0:00:00,Rashad Evans
